# 241 point Fourier filter, Sine and Cosine
# =========================================
#
# Designed and tested for controlled-source electromagnetic data.
#
#
# > Key, K., 2009;
# > 1D inversion of multicomponent, multifrequency marine CSEM data:
# > Methodology and synthetic studies for resolving thin resistive layers;
# > Geophysics, 74(2), F9-F20;
# > DOI: 10.1190/1.3058434
#
#
# Copyright 2009 Kerry Key
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                    sin                     cos
8.983058117764621e-04  -1.308086489086373e-05  -2.749651494490814e-02
1.007785429048510e-03   1.489579590400169e-05   2.478846014781735e-02
1.130607703621563e-03  -1.643299839198172e-05  -2.192620197391235e-02
1.268398751007239e-03   1.878552965850708e-05   1.986356477133265e-02
1.422982867004443e-03  -2.063442929000397e-05  -1.746376930197379e-02
1.596406680612247e-03   2.370342044306427e-05   1.594249816296365e-02
1.790966250541270e-03  -2.589446630933835e-05  -1.388258927979823e-02
2.009237464070060e-03   2.992830392336809e-05   1.282624672523178e-02
2.254110140714601e-03  -3.247053052820925e-05  -1.100069006189238e-02
2.528826292229256e-03   3.781869997976733e-05   1.035664209512100e-02
2.837023045485535e-03  -4.067708157172121e-05  -8.671560169935045e-03
3.182780796509667e-03   4.783784240317701e-05   8.408376795833618e-03
3.570677233218250e-03  -5.089479936195305e-05  -6.776738899031039e-03
4.005847942090417e-03   6.058776523010633e-05   6.882686516736744e-03
4.494054401183452e-03  -6.357888851585346e-05  -5.219834049623621e-03
5.041760259690979e-03   7.685629664242167e-05   5.702385679308191e-03
5.656216913953108e-03  -7.926437938452345e-05  -3.921653713596426e-03
6.345559512909110e-03   9.768268830663251e-05   4.807988471764018e-03
7.118914664064660e-03  -9.856464123672343e-05  -2.816192636608797e-03
7.986521265955502e-03   1.244504845842736e-04   4.154713117406505e-03
8.959866066878890e-03  -1.221565888036176e-04  -1.847264200719943e-03
1.005183574463358e-02   1.590206705039449e-04   3.710210316571563e-03
1.127688752074056e-02  -1.507415982780862e-04  -9.655983418104668e-04
1.265124056800531e-02   2.039250063083074e-04   3.452896295365636e-03
1.419309074557768e-02  -1.849639094970543e-04  -1.262640384889067e-04
1.592285150451168e-02   2.626501374752980e-04   3.370827726760556e-03
1.786342415331403e-02  -2.252566203418921e-04   7.136760975744594e-04
2.004050106168401e-02   3.400597277405926e-04   3.461099737561205e-03
2.248290581673552e-02  -2.715666525558665e-04   1.597372595722807e-03
2.522297483522721e-02   4.430278995600817e-04   3.729726810304828e-03
2.829698548418685e-02  -3.228801423595561e-04   2.570391470398246e-03
3.174563637806794e-02   5.813980073616601e-04   4.191950937402854e-03
3.561458621137186e-02  -3.764220699966869e-04   3.683048200124032e-03
3.995505826065390e-02   7.694445136249034e-04   4.872941625227778e-03
4.482451855926687e-02  -4.263284243168565e-04   4.992964784095300e-03
5.028743672359186e-02   1.028115335781203e-03   5.808908133499602e-03
5.641613950377735e-02  -4.614701220354354e-04   6.567853057094176e-03
6.329176835964070e-02   1.388487108626009e-03   7.048649360560634e-03
7.100535373963698e-02  -4.619214991216924e-04   8.488493292803347e-03
7.965902028589801e-02   1.897105649343108e-03   8.655425482515024e-03
8.936733892175319e-02  -3.932775423791962e-04   1.085182308666227e-02
1.002588437228037e-01   2.624250467245377e-03   1.070880791806313e-02
1.124777336542896e-01  -1.975847083236173e-04   1.377379498928377e-02
1.261857817050387e-01   3.676710851321636e-03   1.330579956040371e-02
1.415644766941340e-01   2.209992359645100e-04   1.739106597624804e-02
1.588174261069207e-01   5.217452274062335e-03   1.655975905406871e-02
1.781730517728984e-01   1.018611500160813e-03   2.185942056374162e-02
1.998876140751445e-01   7.495613223401942e-03   2.059407781725530e-02
2.242486047305353e-01   2.446097853450125e-03   2.734455978483885e-02
2.515785530597565e-01   1.089148041817982e-02   2.552438621384559e-02
2.822392961405233e-01   4.900453419060485e-03   3.399650586625764e-02
3.166367693790532e-01   1.598184015155261e-02   3.141687500736497e-02
3.552263809249515e-01   8.998208308647400e-03   4.189054475997781e-02
3.985190410845142e-01   2.362945832701593e-02   3.819877849864893e-02
4.470879265593564e-01   1.567112707431810e-02   5.090221700189159e-02
5.015760690660555e-01   3.509105555447196e-02   4.547666713650442e-02
5.627048688069557e-01   2.626701074033223e-02   6.045737507914792e-02
6.312836455069260e-01   5.210752870163974e-02   5.218516934955635e-02
7.082203534678000e-01   4.258698097657578e-02   6.905902304597721e-02
7.945336025033340e-01   7.685703204761107e-02   5.594605521455825e-02
8.913661439068313e-01   6.665955544060372e-02   7.345454126722073e-02
1.000000000000000e+00   1.114513473857200e-01   5.200083839448903e-02
1.121873437571938e+00   9.975515861206709e-02   6.734587378298894e-02
1.258600009929478e+00   1.562348056183209e-01   3.173662493273055e-02
1.411989919667659e+00   1.395790799893133e-01   3.992917476294457e-02
1.584073984994482e+00   2.054534357433025e-01  -1.838550375569295e-02
1.777130526914038e+00   1.738733232648114e-01  -2.397773636392629e-02
1.993715533243082e+00   2.384564666870356e-01  -1.141550868458520e-01
2.236696498819987e+00   1.692656404318401e-01  -1.364180631421666e-01
2.509290389936297e+00   2.076285145563062e-01  -2.579978464039199e-01
2.815106235624064e+00   6.214100432471348e-02  -2.783350244258052e-01
3.158192909689768e+00   4.085773864115237e-02  -3.949234086091623e-01
3.543092736108982e+00  -2.120030217966462e-01  -3.393321236784040e-01
3.974901627494749e+00  -2.788970968243500e-01  -3.475708749988657e-01
4.459336552847826e+00  -5.635171222319378e-01  -8.309968487457564e-02
5.002811227833588e+00  -4.755507221458447e-01   1.136203792647491e-01
5.612521029693157e+00  -4.867419491287002e-01   5.634934316303769e-01
6.296538261026657e+00   1.066910067501506e-01   6.583850354915292e-01
7.063919023701211e+00   4.614580501271743e-01   6.518868979555039e-01
7.924823117849490e+00   1.034845302098941e+00  -1.501485600802549e-01
8.890648553371371e+00   3.764103855021101e-01  -7.813033407168875e-01
9.974182454814724e+00  -4.329269419291238e-01  -1.093007847302057e+00
1.118977035755271e+01  -1.455324167706572e+00   3.833853368779607e-01
1.255350613666823e+01   2.071144418028701e-01   1.282013367267770e+00
1.408344508312441e+01   1.349913786271064e+00   2.845449032623110e-01
1.579984294826040e+01   1.542337659378029e-01  -2.058783831648639e+00
1.772542412146164e+01  -2.228987932739951e+00   1.209750949676112e+00
1.988568249156473e+01   2.446506150864118e+00   7.040614890578353e-01
2.230921897527583e+01  -1.378605681876207e+00  -1.742049993519849e+00
2.502812018133782e+01   3.206812625344759e-01   1.741132290073874e+00
2.807838322380105e+01   2.465832348751217e-01  -1.318424767807200e+00
3.150039230874794e+01  -4.315945927966289e-01   9.007174373555373e-01
3.533945340427969e+01   4.376711630002494e-01  -6.085273047132523e-01
3.964639407257260e+01  -3.868161577159704e-01   4.259667647291260e-01
4.447823640552875e+01   3.284216175602037e-01  -3.134807813694764e-01
4.989895197340787e+01  -2.770656717800635e-01   2.417216785355954e-01
5.598030878164415e+01   2.349261553052497e-01  -1.934461726074489e-01
6.280282144920171e+01  -2.007957619551110e-01   1.591659829008638e-01
7.045681718843254e+01   1.729798893952139e-01  -1.336457289506658e-01
7.904363169956446e+01  -1.500347821377614e-01   1.138988598115308e-01
8.867695081296063e+01   1.308631829780874e-01  -9.814397025931439e-02
9.948431564193386e+01  -1.146558086495966e-01   8.526827650704955e-02
1.116088111737080e+02   1.008159744956652e-01  -7.454576060490363e-02
1.252109606547652e+02  -8.889859962303459e-02   6.548369826637619e-02
1.404708508514462e+02   7.856617356272111e-02  -5.773569245976477e-02
1.575905163233670e+02  -6.955808615176720e-02   5.105043114013155e-02
1.767966142764323e+02   6.166942945994992e-02  -4.524038427505326e-02
1.983434254093812e+02  -5.473628487439387e-02   4.016204946284081e-02
2.225162204838159e+02   4.862541225971129e-02  -3.570311893510748e-02
2.496350371896939e+02  -4.322693473384397e-02   3.177392452843057e-02
2.800589173104007e+02   3.844907736778588e-02  -2.830160023880827e-02
3.141906602856942e+02  -3.421432802261911e-02   2.522601353974157e-02
3.524821561077089e+02   3.045659361641401e-02  -2.249687303433539e-02
3.954403681553241e+02  -2.711906111916627e-02   2.007163372774035e-02
4.436340451771264e+02   2.415256336052804e-02  -1.791395268505854e-02
4.977012512868071e+02  -2.151431084609744e-02   1.599253061462437e-02
5.583578136649854e+02   1.916689229057781e-02  -1.428022817956371e-02
6.264067998114892e+02  -1.707747503528641e-02   1.275338071888894e-02
7.027491498229525e+02   1.521715619160838e-02  -1.139125817575050e-02
7.883956044626324e+02  -1.356042905316614e-02   1.017563265146541e-02
8.844800869450999e+02   1.208473893327246e-02  -9.090426866557829e-03
9.922747156050262e+02  -1.077010938739636e-02   8.121424445062036e-03
1.113206646211529e+03   9.598824634127222e-03  -7.256028270711461e-03
1.248876966913255e+03  -8.555157475234823e-03   6.483056882115604e-03
1.401081895975390e+03   7.625134538354346e-03  -5.792571404381900e-03
1.571836562957720e+03  -6.796332507333996e-03   5.175727196581864e-03
1.763401688186638e+03   6.057700364251606e-03  -4.624645684779383e-03
1.978313513746104e+03  -5.399403681543913e-03   4.132303011690729e-03
2.219417382261360e+03   4.812687767094041e-03  -3.692432980935121e-03
2.489905408044465e+03  -4.289757047100644e-03   3.299442142508096e-03
2.793358739351805e+03   3.823668521675937e-03  -2.948335089474538e-03
3.133794971288225e+03  -3.408237481656769e-03   2.634648489517598e-03
3.515721337084776e+03   3.037953955085763e-03  -2.354392904061866e-03
3.944194381980310e+03  -2.707908575613410e-03   2.104001678817889e-03
4.424886909764171e+03   2.413726747641181e-03  -1.880286100963581e-03
4.964163088324202e+03  -2.151510135086631e-03   1.680395912528533e-03
5.569162708566004e+03   1.917784628102023e-03  -1.501784333722836e-03
6.247895712256392e+03  -1.709454048915126e-03   1.342176883640446e-03
7.009348240300053e+03   1.523758948382411e-03  -1.199543365542324e-03
7.863601605484239e+03  -1.358239922491303e-03   1.072072487299258e-03
8.821965764840819e+03   1.210704945231195e-03  -9.581487548508404e-04
9.897129058743927e+03  -1.079200272616089e-03   8.563313760453976e-04
1.110332619922617e+04   9.619845235461060e-04  -7.653349620480948e-04
1.245652673160841e+04  -8.575055877727934e-04   6.840119836821465e-04
1.397464646459628e+04   7.643800504594847e-04  -6.113371472348392e-04
1.567778466808916e+04  -6.813748575629618e-04   5.463938378836874e-04
1.758849017910182e+04   6.073909770892527e-04  -4.883625033668457e-04
1.973205993892924e+04  -5.414488385598928e-04   4.365105296790329e-04
2.213687391406209e+04   4.826753570758706e-04  -3.901830736548332e-04
2.483477083506541e+04  -4.302923695079621e-04   3.487945803629603e-04
2.786146972804616e+04   3.836063290315453e-04  -3.118210765665508e-04
3.125704281960959e+04  -3.419991209582663e-04   2.787934276328260e-04
3.506644607636869e+04   3.049198778902062e-04  -2.492915523784893e-04
3.934011440312676e+04  -2.718776857047081e-04   2.229394184733318e-04
4.413462937990915e+04   2.424350838300435e-04  -1.994006680996778e-04
4.951346837840215e+04  -2.162022738421805e-04   1.783747993871292e-04
5.554784497578751e+04   1.928319597904253e-04  -1.595938065118272e-04
6.231765179269986e+04  -1.720147520298727e-04   1.428191356382435e-04
6.991251823808729e+04   1.534750738420537e-04  -1.278388291932361e-04
7.843299716507383e+04  -1.369675168837808e-04   1.144647631077232e-04
8.799189614865134e+04   1.222735976157924e-04  -1.025299256786045e-04
9.871577101076049e+04  -1.091988723621016e-04   9.188578754406515e-05
1.107466013664062e+05   9.757037355552881e-05  -8.239993677764002e-05
1.242436703743393e+05  -8.723433410673846e-05   7.395418447973129e-05
1.393856735794148e+05   7.805417075146385e-05  -6.644317144520790e-05
1.563730847668183e+05  -6.990870062381882e-05   5.977325048819278e-05
1.754308101510785e+05   6.269056792845232e-05  -5.386141578322173e-05
1.968111660402206e+05  -5.630485890243343e-05   4.863431532204160e-05
2.207972193980835e+05   5.066788212408145e-05  -4.402750207962412e-05
2.477065355324534e+05  -4.570608516423470e-05   3.998490104646043e-05
2.778953825268291e+05   4.135506222734868e-05  -3.645833654257180e-05
3.117634480807426e+05  -3.755856918827694e-05   3.340701147193886e-05
3.497591312076233e+05   3.426737683044253e-05  -3.079679563171623e-05
3.923854788500711e+05  -3.143760307989191e-05   2.859897380035983e-05
4.402068460108404e+05   2.902774010545716e-05  -2.678774555509045e-05
4.938563675768826e+05  -2.699262909691761e-05   2.533483928373590e-05
5.540443407602682e+05   2.527042803006811e-05  -2.419702895729874e-05
6.215676291359995e+05  -2.375357212497184e-05   2.328604080003924e-05
6.973202127822436e+05   2.222370982737331e-05  -2.239597546920266e-05
7.823050242024113e+05  -2.021079897690936e-05   2.103439404619766e-05
8.776472267317577e+05   1.673161082870818e-05  -1.807670762071730e-05
9.846091112290357e+05  -1.011062914652405e-05   1.140396792815156e-05
