# 101 point Fourier filter, Sine and Cosine
# =========================================
#
# Designed and tested for TEM data with short offsets and high resistive
# ground.
#
# See the notebook `fourier_wer_101_2020a.ipynb` in the repo
# https://github.com/emsig/new-filters
#
# This is based on the filter `fourier_wer_201_2018_sincos` from the article
# (https://github.com/emsig/article-fdesign)
#
#
# > Werthmüller, D., K. Key, and E. Slob, 2019;
# > A tool for designing digital filters for the Hankel and Fourier
# > transforms in potential, diffusive, and wavefield modeling;
# > Geophysics, 84(2), F47-F56;
# > DOI: 10.1190/geo2018-0069.1
#
#
# Copyright 2020 Dieter Werthmüller
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                       sin                        cos
4.652352920002018888e-02   6.587285733609021853e-05   2.523395450420861663e-01
5.197909659563232365e-02   4.946135060282783914e-04  -2.151391635047220641e-01
5.807440943016210777e-02   1.550905663950061263e-04   2.041191431545700263e-01
6.488448725646953075e-02   7.113511815859764392e-04  -1.699832343683551628e-01
7.249314677229257153e-02   3.081527331386900155e-04   1.669889539930026201e-01
8.099403341474606388e-02   1.033229555683448132e-03  -1.338816635994170279e-01
9.049177392443238932e-02   5.637955063803680488e-04   1.384991555043816047e-01
1.011032640646306324e-01   1.515028134520884744e-03  -1.046324507922065106e-01
1.129591073444805582e-01   9.830407494344575465e-04   1.169417987903709072e-01
1.262052224536011624e-01   2.240792323996612656e-03  -8.060296381644735386e-02
1.410046391920360409e-01   1.661516507476727992e-03   1.011025732586340181e-01
1.575395049993744134e-01   3.339464238126201804e-03  -6.054076589843294942e-02
1.760133267788943079e-01   2.748268829240291342e-03   9.011281865997258778e-02
1.966534756085265845e-01   5.008485710225668228e-03  -4.346434473354218730e-02
2.197139851659833387e-01   4.474070874176995678e-03   8.335190849932624935e-02
2.454786783103509451e-01   7.548834508208851664e-03  -2.860492974839416377e-02
2.742646603013158546e-01   7.193031643296311957e-03   8.036929034322272403e-02
3.064262216496722036e-01   1.141551392152812330e-02  -1.539086290858027867e-02
3.423591986343985094e-01   1.144132055547570498e-02   8.080095195837132260e-02
3.825058451544331994e-01   1.728650330384903094e-02  -3.482231120155680672e-03
4.273602758766554821e-01   1.801396324555867845e-02   8.425024314571209760e-02
4.774745476729463922e-01   2.614721447473505184e-02   7.118256607816434225e-03
5.334654541951034945e-01   2.804958560237751086e-02   9.008785612847836077e-02
5.960221172135007350e-01   3.936827409142958784e-02   1.582710687299826099e-02
6.659144681517497055e-01   4.308101225391140071e-02   9.710008263613641166e-02
7.440027242059250590e-01   5.870302651394198462e-02   2.103149156428574251e-02
8.312479756780057905e-01   6.492911920895842737e-02   1.028851541404327830e-01
9.287240148297292164e-01   8.600845522564160017e-02   1.932515660501906568e-02
1.037630551843367277e+00   9.513545168468470759e-02   1.029032782549754305e-01
1.159307980548093475e+00   1.222325341940400378e-01   4.386791120953463519e-03
1.295253875644727160e+00   1.332714580931727011e-01   8.926507152220521102e-02
1.447141424472483839e+00   1.647510087571587845e-01  -3.415372176385181313e-02
1.616840020171202985e+00   1.729312790233871466e-01   5.008920555998098295e-02
1.806438269694436771e+00   2.016518002904397755e-01  -1.101951445479305430e-01
2.018269699850141485e+00   1.940667048993496568e-01  -2.755564873336105100e-02
2.254941477752355095e+00   2.023642101962166706e-01  -2.339779715187350895e-01
2.519366499167838391e+00   1.532132739110372011e-01  -1.434582052113716477e-01
2.814799239692853838e+00   1.109308646730865489e-01  -3.877376708075122025e-01
3.144875810007203398e+00  -1.315039125990560137e-02  -2.468500500554745014e-01
3.513658708195355196e+00  -1.282157266909626225e-01  -4.757851217062295524e-01
3.925686819934799843e+00  -3.224057506710564791e-01  -1.829888520335686275e-01
4.386031281941161986e+00  -4.438832385914982526e-01  -2.950823755975189866e-01
4.900357896223096255e+00  -5.525717071649929313e-01   2.564392715834030168e-01
5.474996863325652718e+00  -4.179424511621095961e-01   2.467066920175618183e-01
6.117020692821054872e+00  -1.356894418601971575e-01   8.617116323706616177e-01
6.834331249949313403e+00   4.231399316532070132e-01   4.300195697758567581e-01
7.635757009756470204e+00   7.971691376852335642e-01   4.248540516899928510e-01
8.531161715709563609e+00   7.701490911095479897e-01  -8.640271588166310579e-01
9.531565780130783594e+00  -1.494281773339199981e-01  -7.452759629870838731e-01
1.064928192061634427e+01  -1.069745044775420428e+00  -7.463810617484178955e-01
1.189806670181843629e+01  -8.629341171512594499e-01   1.428369988090274045e+00
1.329328984772781652e+01   1.029321612059260094e+00   6.515064400776831022e-01
1.485212340830933364e+01   1.190536963151301419e+00  -5.591703310101934221e-01
1.659375310870499831e+01  -1.371867658698948222e+00  -1.774981964122684053e+00
1.853961448223659403e+01  -6.708803065351398587e-01   2.689348871924182927e+00
2.071365669347246552e+01   2.209014216493316418e+00  -1.563870194260484681e+00
2.314263729842541650e+01  -2.256189608026875959e+00   9.574442462477668336e-02
2.585645156971488490e+01   1.547933856161078481e+00   6.781737340231011046e-01
2.888850043994330363e+01  -8.494057225011281131e-01  -8.101653232881353972e-01
3.227610159183987548e+01   4.075685384262657251e-01   6.598501332935400310e-01
3.606094875476382100e+01  -1.807212648295278556e-01  -4.606593153578323885e-01
4.028962486047174707e+01   7.639004844240789016e-02   2.965356908617542420e-01
4.501417537393832902e+01  -3.106921310947700562e-02  -1.800329421698201871e-01
5.029274885564055353e+01   1.204114929236533779e-02   1.028693788119511288e-01
5.619031263918132879e+01  -4.334377614045730430e-03  -5.444212011753868374e-02
6.277945243263101816e+01   1.391343105367035373e-03   2.601462885776218217e-02
7.014126568487445468e+01  -3.746642635248535530e-04  -1.083717243894689354e-02
7.836635971228983522e+01   7.637865894584300601e-05   3.749095354542213328e-03
8.755596687044570103e+01  -9.318164761079860344e-06  -1.001446803180466383e-03
9.782319049606640249e+01   6.251957489983808947e-08   1.820272649174883340e-04
1.092943969539991116e+02   1.204781709061051936e-07  -1.673822832458466697e-05
