# 101 point Fourier filter, Sine and Cosine
# =========================================
#
# Designed and tested for TEM data with short offsets and high resistive ground.
#
# See the notebook `fourier_wer_101_2020b.ipynb` in the repo
# https://github.com/emsig/new-filters
#
# This is based on the filter `fourier_wer_201_2018_sincos` from the article
# (https://github.com/emsig/article-fdesign)
#
#
# > Werthmüller, D., K. Key, and E. Slob, 2019;
# > A tool for designing digital filters for the Hankel and Fourier
# > transforms in potential, diffusive, and wavefield modeling;
# > Geophysics, 84(2), F47-F56;
# > DOI: 10.1190/geo2018-0069.1
#
#
# Copyright 2020 Dieter Werthmüller
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                       sin                        cos
3.769137472214202297e-03   4.180773355288303628e-01  -3.271967934745331208e-01
4.264310620874756444e-03  -5.141737380367090715e-01   3.009843905465892089e-01
4.824537498395549927e-03   5.756676830559487312e-01  -2.699885011620284381e-01
5.458364585235133196e-03  -6.094472783338126254e-01   2.386591509346867590e-01
6.175461161874547765e-03   6.204367663184469084e-01  -2.020792085085158507e-01
6.986766817478557226e-03  -6.119221822354889984e-01   1.661607862962637683e-01
7.904658337613404417e-03   5.861943332897622261e-01  -1.243151755968321670e-01
8.943138516958661424e-03  -5.448334532704799393e-01   8.360013885792287602e-02
1.011804977742494609e-02   4.893045643465601113e-01  -3.518682939644417196e-02
1.144731585050571057e-02  -4.209258512371511496e-01  -1.188768246522247350e-02
1.295121521082190537e-02   3.413928130123265459e-01   6.835448767567056660e-02
1.465269043219549414e-02  -2.523721499370564225e-01  -1.215137974420559541e-01
1.657769818559968675e-02   1.561256075789022035e-01   1.836017152080373083e-01
1.875560521834196068e-02  -5.472121136034339972e-02  -2.368573571437363745e-01
2.121963635529722225e-02  -4.899104088232311693e-02   2.958703269584098128e-01
2.400738135662556366e-02   1.526877679751290073e-01  -3.376695418891811906e-01
2.716136836428740056e-02  -2.529978140693809330e-01   3.817541395184943509e-01
3.072971268550746607e-02   3.476902255979143486e-01  -4.005968023341335282e-01
3.476685081063342342e-02  -4.331411606915623880e-01   4.217884427123222424e-01
3.933437086311898645e-02   5.079323100503070343e-01  -4.130264206304190000e-01
4.450195215047131336e-02  -5.686512353972341671e-01   4.122896848658380020e-01
5.034842814938064737e-02   6.156640600032469157e-01  -3.801974000642105445e-01
5.696298914128641866e-02  -6.460574185684860860e-01   3.662903877030934119e-01
6.444654284505664521e-02   6.628946836518935237e-01  -3.200883479732006265e-01
7.291325380376492693e-02  -6.634632478666779853e-01   3.039710227688610655e-01
8.249228500951352738e-02   6.542718020862432482e-01  -2.518323510438695290e-01
9.332976833547142193e-02  -6.316669898978216624e-01   2.416736291418400961e-01
1.055910338348395178e-01   6.062926529312162582e-01  -1.874051711130874376e-01
1.194631319155722293e-01  -5.712912901054335579e-01   1.874327772686186500e-01
1.351576868676191701e-01   5.423625031389122109e-01  -1.310664398136574538e-01
1.529141252743614898e-01  -5.058277679331174559e-01   1.434805982130868129e-01
1.730033285589257508e-01   4.844286571597179458e-01  -8.348454786591678889e-02
1.957317653863981377e-01  -4.527181532518958496e-01   1.104220118939801543e-01
2.214461669633548402e-01   4.450691063860118812e-01  -4.476423035032708192e-02
2.505388165582336235e-01  -4.177622273377765705e-01   8.848716580678074595e-02
2.834535339362520556e-01   4.256306896891202673e-01  -1.414417946855840540e-02
3.206924460037708924e-01  -3.970606791403952784e-01   7.616167767385480236e-02
3.628236469509347195e-01   4.217721057257522999e-01   1.138810268770525276e-02
4.104898647510661913e-01  -3.843379792575330467e-01   6.912277304181303761e-02
4.644182662276569729e-01   4.313751427183095677e-01   3.684932846962509639e-02
5.254315502690926065e-01  -3.773254543784242965e-01   6.119389497137291134e-02
5.944604984224478583e-01   4.590694307034969834e-01   6.642896763580267983e-02
6.725581743305756310e-01  -3.795766483824224435e-01   4.721845637526928680e-02
7.609159886304670550e-01   5.160159139632491954e-01   9.861829494368679061e-02
8.608818743891950565e-01  -3.987128450484458964e-01   2.606006923440999309e-02
9.739808503508419202e-01   6.162680465173722144e-01   1.215600637885464186e-01
1.101938285694792352e+00  -4.435862791206623967e-01   2.681511816019880061e-04
1.246706221218395694e+00   7.701814808458400385e-01   1.120196290305757458e-01
1.410493148483947357e+00  -5.233273240249867175e-01  -3.020867007948492902e-02
1.595797701222542830e+00   9.742138042389385522e-01   4.038214105438758111e-02
1.805446772970364711e+00  -6.530373135960823028e-01  -7.674745743558948619e-02
2.042638642436876317e+00   1.195932126521463745e+00  -1.168175606828513458e-01
2.310991764499309209e+00  -8.696566676061742163e-01  -1.579808061646236494e-01
2.614599971149166091e+00   1.356770932362701965e+00  -3.482106656820654900e-01
2.958094924502820078e+00  -1.244873824480665636e+00  -2.548989448558802717e-01
3.346716774621322887e+00   1.344561182323858128e+00  -5.406368156808083469e-01
3.786394100052172806e+00  -1.824048205410305989e+00  -2.104133076774350741e-01
4.283834350617280684e+00   1.170720237309541778e+00  -4.026651986637749259e-01
4.846626172187340487e+00  -2.343926303711984627e+00   2.743957243470537821e-01
5.483355174447052782e+00   1.352645098224602993e+00   2.749460719114533158e-01
6.203734907733889692e+00  -1.970509252545918910e+00   9.533633760777551203e-01
7.018755047053284457e+00   2.544736728292252614e+00   4.674630231287428828e-01
7.940849043875543245e+00  -1.020811267017897928e+00   6.725981031259092857e-02
8.984083803308193339e+00   2.483751015226844494e+00  -1.126532193939353999e+00
1.016437428024349110e+01  -2.850215966072075169e+00  -8.367008423001262019e-01
1.149972626822916411e+01   7.392934954469336795e-01   6.318402801179540118e-01
1.301051108490189989e+01  -1.259666155519126862e+00   1.466967946788555244e+00
1.471977634441742921e+01   3.435582573022490038e+00  -9.822829172813621890e-01
1.665359755783219242e+01  -3.573585042654930710e+00  -1.244214684234585366e+00
1.884147592523835968e+01   1.925920602906467716e+00   2.360082693338028115e+00
2.131678838812697308e+01  -4.319369970487170751e-01  -1.995997442899760443e+00
2.411729680770411477e+01  -2.066290159101869528e-01   1.177652417096545223e+00
2.728572403687504533e+01   2.901652759614390398e-01  -5.593163599828869792e-01
3.087040567409988157e+01  -1.986371115397918274e-01   2.311770407867751176e-01
3.492602744188133101e+01   1.053261414249085093e-01  -8.708288500145118516e-02
3.951445943888185042e+01  -4.789405761297025471e-02   3.056158052506325815e-02
4.470569999251345195e+01   1.926430169996435487e-02  -1.001145811493422098e-02
5.057894351084080853e+01  -6.867456227794205455e-03   3.019796141754367731e-03
5.722378862429705038e+01   2.138400839659128187e-03  -8.177637114247189370e-04
6.474160504788672199e+01  -5.658430719297964390e-04   1.918250930380499346e-04
7.324708001589505102e+01   1.219370901264623048e-04  -3.710436977972587144e-05
8.286996788057008700e+01  -2.000709509574148581e-05   5.502551393845589411e-06
9.375706956559157845e+01   2.214770667547218816e-06  -5.518126551787058583e-07
1.060744720716634504e+02  -1.236622977182922818e-07   2.786527079774762227e-08
